,name,qualification,specialization,clinic_address,timing_days,timing_session,review_score,consultation_fee,current_url,feedbacks

11,Dr. Ruhin Fatima,BHMS,"AYUSHHomoeopath
21 Years Experience Overall","G-15, 3rd Floor, Landmark: Above Bata Showroom, Delhi",Sat - Sun,10:00 AM - 09:00 PM,,₹450,https://www.practo.com/delhi/doctor/dr-ruhin-fatima-homeopath?practice_id=1026764&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issue** ********* ****** ** * **** **** ******, she understands the problem and provides accurately correct medicines...Very good Dr..Thanks.', 'Visited For AlopeciaI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyIt was really nice experience, the problem which I was facing since so long and I tried all things for it, but just one visit was enough and then I started getting resultsIt was really worth visitingI highly recommend her', 'I do not recommend the doctorShe was getting very easily irritated and annoyed by my questions. She was very negative in general and behaving as if the patient is supposed to know everything', ""Visited For Pigmented SkinI do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueTreatment satisfactionWhen I explain her my skin problem . She didn't give me a positive response. Instead she was like Y are so concern abt ur skin ur skin looks fine. Its just a small pit Evryone has this or other thing on their face. its my skin if I don't feel right abt it Its my right to seek consultancy I had those pits since very long time. It was a wast of time.she was laughing at me when I asked for some natural home remedies ****** *** ******* *** **** *** *** ******* *** **** *** ****"", 'I do not recommend the doctorHoped for better: Treatment satisfactionDoctor friendlinessValue for moneyVery bad experience!! I went there for fistula treatment taking medicine from past two months i.e for Rs 2500 per month *** *** **** *** ****** *** * **** They said go for the package of 25000 but how can go for packages **** * ****** *** *** ****** **** ***, ***** **** ****** ** ** **** ***** **** ***** ***** ***** ********* **** *** *** ** ***** ********']"

12,Dr. Suchindra Sachdeva,BHMS,"AYUSHHomoeopath
36 Years Experience Overall","50/2, Ist floor, Masih Garh main road, Sukhdev Vihar, New Delhi-110025, Landmark: Near sandeep tea stall and masih garh Church, Delhi",Mon - Fri,"11:00 AM - 01:00 PM
06:00 PM - 08:00 PM",99% (375 votes),₹1800,https://www.practo.com/delhi/doctor/dr-suchindra-sachdeva-homeopath-1?practice_id=649428&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Bronchitis TreatmentCough TreatmentHigh Blood Pressurechild carePolycystic Ovary TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeWe have been associated with Dr. Sachdeva for the last 22 years and are grateful & blessed for having him in our lives. He is a gem of a doctor, and above all a very kind, considerate and compassionate human being. Apart from being extremely knowledgeable, he is so true to his profession and has a calm, stable & balanced personality.He exudes proficiency in his treatment and we have deep respect for him.Dr. Sachdeva’s medicines have a healing touch and his line of treatment promotes sense of holistic well-being amongst his patients.He has always been our Saviour and our guiding soul.May the good God bless him and continue to shower strength and energy; thus enabling him in bringing happiness in people’s lives.', 'Visited For Skin infectionsI recommend the doctorHappy with: Treatment satisfactionA GREAT EXPERIENCE WITH GOOD MEDICAL PROFESSIONAL AND WITH EXCEPTIONAL RESULTS. I STRONGLY RECOMMEND THE DOCTOR AS THE PATIENT IS RELIEVED DUE TO THE COMFORT IN INTERACTING, ******** ********** ******* *********** TIMELY REVIEWS AND OVERALL PERMANENT CURE FOR THE AILMENTS.', ""Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueI wouldn't comment about curing my problem yet as it would be too preliminary but I would really like to appreciate the patience and the detailed collection of the data of history of the patient, irrespective of the relation to the actual problem. Moreover doctor explained the minutest of details possible in the most layman language which gave me the confidence that I have come to the right place."", ""I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionI am in touch with doctor from past 3 years. This is a great experience during my wife's treatment for rheumatoid arthritis. We were become hopeless from allopathy medicines and waiting for some meracle. Thanks to my Frnd and dr Suchindra, who helps to come back our family from such a painful trauma."", 'Visited For Allergic RhinitisI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr Suchindra Sachdeva has a magical effect on patients. ** ********** *** ********* ********* *** ******* *** treats it holistically taking multiple factors into account. His treatment is helping me sail smoothly through dry harsh winters for the first time. I am so grateful to God and to Dr. Sachdeva for his holistic treatment not only for me but for my family members as well who are undergoing treatment for different problems. Would definitely recommend him 100%.', ""I recommend the doctorHappy with: Explanation of the health issueTreatment satisfactionValue for moneyDoctor friendlinessI'm extremely satisfied getting treated well for all the problems being addressed correctly and being cured before time. *** ** *** **** ******* * **** **** ********* ** **** Its worth spending your time and money here for a good health. Thanks.RegardsTejaswi Gupta"", 'I recommend the doctorIt was wonderful. With my experience,now along with me ,my daughter and my Friend from PATNA(BIHAR) are also under going the treatment of Dr. Sachdeva. He correctly diagnoses and treats the patient for permanent cure. May GOD bless him to continue the noble service which he is doing for ailing humanity.', 'I recommend the doctorit seems to me that dr.sachdeva is an angel sent by god to cure illness and sufferings of people on earth .the way he listens to the patient it seems the healing process has started and rest of the illness gets cured as soon as you starts taking magic pills..a general feeling of wellness is felt. may god bless the doctor', 'Visited For Skin Problems in ChildrenHomeopathic TreatmentsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeVery happy with the treatmentUnderstood the problem really wellVery cooperativeVery knowledgeable', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeHe is a sensible, pragmatic, understanding and compassionate human being. He has his brain and heart just at the right places.']"

13,Dr. C B Singh,BHMS,"AYUSHHomoeopath, Sexologist
10 Years Experience Overall","S-528,Second Floor,Back Portion,School Block,Shakarpur, Delhi",Mon - Sun,10:00 AM - 02:00 PM,91% (430 votes),₹500,https://www.practo.com/delhi/doctor/dr-singh-11?practice_id=1404057&specialization=Homoeopath&referrer=doctor_listing,"[""Visited For SyphilisI recommend the doctorHappy with: Explanation of the health issueWait time****** *** ***** he listened and explained most of the things. Even went with a detailed description of the issue that what is happening to your body and what will happen after the medication, let's see what happens after the medication ."", 'Visited For  Sex ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueValue for moneyWait timeDoctor is **** *** polite,they listened the problem and give polte answer. I have some doubts which he cleared. I recommend Dr CB Singh for everyone', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfaction** * * ***** ** ** ***** ****** ** ***** **** ****** ** ***** * *** popular clinic in noida . Highly recommend to dr singh clinic . Nice clinicRight place to meet here with dr c b singh **** ****** **Right clinic in noidaRight doctor in noidaThanks doctor in noida', 'Visited For  Premature EjaculationI recommend the doctorDoctor is very polite and pay attention to issue and explains well on the issue and the process of course. I am prescribed with a course and hope to see positive results.', ""I do not recommend the doctorHoped for better: Explanation of the health issueValue for moneyTreatment satisfactionI am very disappoint when I was meet doctors and explain my problem . after my explanation he to me two months we'll be take and you will definitely find but after that he told me you need to pay Rs .5500 first after that I will start treatment he didn't tell me what happened with me and no prescription only he told me give money 💰 even I have already pay 500 *** **** * ***** ** **** **** ** *** *** ********...i will never come back here..."", 'Visited For Sexual DisordersI do not recommend the doctorHoped for better: Treatment satisfactionmoney wasted totally* ** *** ***** ** ****** ******* Doctor was providing medicine again and again but could not provide satisfaction.', ""I do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueI had booked the appointment on behalf of my husband. We went to the clinic together. First of all, the location is terrible. The clinic is hard to find. I stayed outside while my husband went in. He came out really upset and this is what he told me: The doctor does not explain issues at all. He came across as very arrogant. He kept asking my husband if he had extra marital affair. The doctor hardly let the patient finish sharing his problem & was quick to recommend treatment packages of Rs 12000 to 15000. ** *** * **** ********** *** ********** *** ** ******** *** shut the prescription pad as soon as my husband said he will discuss before deciding on the package plan. While narrating his problems, my husband said he is dealing with a lot of stress and perhaps that is why doesn't feel like having sex. But the doctor stopped him and said you tell me the problem, I will tell you the reason and then repeated what my husband just said about stress. Overall, terrible experience. Do not visit ** *** **** ******* ********** *** ******* **** ********* *** *********"", 'Visited For  Sex ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyDr. C. B. Singh is a renowned Sexologist and very expert in dealing with Female / Male related problems.Dr. C. B. Singh is one of our highly respected and highly qualified sexologists in India.He has been honored by various governments for his best and successful treatmentI strongly suggest that whenever we have any problem related to marital life, go directly to Dr. SinghGive patient friendly and correct suggestions. reasonable cost.** **** ******* ********Knows his work very well..Compassionate the child completely in the best treatment way..Gives him 100% treatment**** **** *** * **** ******* ********** ****** ** * ******** ****** * ******** ** *** ** ****** ********* *** *********** ** ***** ***** ******** *******', ""Visited For STD check up & TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for money** ** *** **** ********** ** ***** * **** *** ******* the first day when I met him for treatment I was very scared before I met him but once I checked I felt like a best friend I am sitting with you and he is guiding me towards my good. The way he explained and helped me forget my fear and guide me for the treatment. my experience was just amazing the way they treated me we don't get this kind of treatment from other doctorsi was a little scared but he gave me confidence again and made it so easy i was laughing after consultation with him n was so satisfied with his work ,knowledge god has blessed him with hands that make you so easily Gives treatment and the professionalism is very good at thatHe is super talented and nature is one of the best thing which makes you 100% confident and you can fight with your healing issues easily and for future I only trust Dr. C.B.Singh ji and I highly would recommend only"", 'Visited For STD check up & TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI visit this super speciality clinic to address the problems iam facing in married life. I highly recommend the place because of its state of the art infrastructure and committed management and staff.The place is good not only in terms of treatment but also specialized care. Excellent care is taken and patients are well looked after. Post treatment follow up is great too. ** ***** **** ******* *** *** *** ** *** **** ** ***** ***** *** ********* *******, well trained and warm.A place worth a visit for the **** treatment in IndiaDr C. B. Singh solved all my problems just by counselling.Thanks']"

14,Dr. Shweta Bhandari,"BHMS, MD - Alternate Medicine","AYUSHHomoeopath
14 Years Experience Overall","A-1/12, Satnam Road, Landmark: Near Chachi Building Chowk, Delhi",Mon - Sat,05:00 PM - 09:00 PM,96% (111 votes),₹1000,https://www.practo.com/delhi/doctor/dr-shweta-8-homeopath?practice_id=686301&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThe experience with the Doctor is emotionally of a mother and practically as a consummate Doctor.You are always listened with calmness and follow up questions and given satisfactory answers…Maam, always understands your problem and goes out finding the minute possible reasons to act upon it..It has been a life changing experience with maam….Dr. Shweta Bhandari repliedMay God keep grace to serve the purpose of a doctor.Thank you for appreciation.', 'Visited For Allergic RhinitisI recommend the doctorHappy with: Explanation of the health issueTreatment satisfactionValue for moneyWonderful experience with Bhandari Clinic .Dr.Sweta Gupta Bandari was wonderful Homeopathy Consultant and would highly recommend to anyone .Dr. Shweta Bhandari repliedThank you for appreciation.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueThere are lots of doctor in the world who treat you but there are few doctor who honestly want to cure you.thats the same with Dr shweta bhandari .she is marvellous.when I visited she ask me to tell all history about me to find out root cause of disease. She gave patient a lot of tyme to tell everything clearly.my treatment going and hope for better results.Dr. Shweta Bhandari repliedThanks for your appreciation.', ""I recommend the doctorIt have complete faith in homeopathy that's why I choseHer and it was very satisfying experience to see that she knows her job well.She studied my case and saw the results of my check ups thoroughly ,right now she has put me on one month long homeopathic medicines , after which my test shall be repeated And I will then know the exact outcome of homopathic medication by Dr Shweta.Over all , the patient is in safe hands , THAT is the most important assurance for any patient."", 'I recommend the doctorHappy n well treated from my sneezing long time suffering.I got a new approach towards homoeopathic treatment which was so comfortable,fast,curing my complaint against the thought I had about homoeopathy being slow n long time treatment.Doctor is an amazing person who take care of her cases keenly.Satisfied n happy to be patient of such a perfect Doctor.', 'I recommend the doctorI am satisfied with the way doctor deals with complaint n its related details.Discuss the management to be done .Treatment is also very effective against the myth I had about homoeopathy as slow acting system of medicine....must consult in case of illness to such skilled Homoeopath.☺', ""I recommend the doctorHappy with: Explanation of the health issueDoctor friendlinessIt's a wonderful experience with Dr.shweta I am fully satisfied with Dr. She is well qualified and she explained everything in detail 😊Dr. Shweta Bhandari repliedThank you for appreciation Credit to Homoeopathy"", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI was suffering from liver disorders, with jaundice, weakness.I took the treatment and very happy to move and eat freely.Dr. Shweta Bhandari repliedThank you and stay healthy', 'Visited For Allergic RhinitisI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait time*** ****** ******** ** *** **** *********** ****** *** she treated my problem well. Doctor is very friendly and you can discuss any kind of issue with her without hesitation.Dr. Shweta Bhandari repliedThank you for appreciation', 'Visited For Cough TreatmentI recommend the doctorDoctor is very professional, polite and thorough in catching the exact kind of illness and giving the required prescription which suits.Satisfied by the cure provided.']"

15,Dr. Ankush Jain,BHMS,"AYUSHHomoeopath
12 Years Experience Overall","7B, Basement, Deep Cinema Building, Central Market, Delhi",Tue - Sun,"12:30 PM - 02:00 PM
05:00 PM - 08:30 PM",89% (28 votes),₹600,https://www.practo.com/delhi/doctor/dr-ankush-jain-homeopath?practice_id=1236730&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessI have scene many doctors but Mr ankush sir is better than all• he is very supportive person and i also advise my relatives and friends if any problem with health pls meet mr ankush sir', ""I recommend the doctorYou've been such a kind and caring doctor for me during my time of need.Thank you for doing everything that you do & helping me during a hard time.Your caring and extra effort to make your patient comfortable is truly remarkable. THANK YOU, DOCTOR!🤗🙂I want to thank you from the bottom of my heart for the warmth with which you treated me to good health. May God bless you Doctor. I'm proud of you 👏🏻👏🏻I also recommend to everyone for Dr. Ankush JainDr. Ankush Jain replied🙂"", 'I recommend the doctorDr. Ankush Jain he is a very genuine doctor .I have ever met any doctor like him in my entire life .The way he is treating his patients is down to earth. They give assurance and cure the problem too . My recent experience was very satisfied. I suggest everyone visit his clinic for health related issue.Dr. Ankush Jain replied🙂', 'Visited For Cough TreatmentI do not recommend the doctorHoped for better: Treatment satisfaction', 'I recommend the doctorFor medical profession it has been said that to cure well it is must to diagnose correct. And I would say that Dr. Ankush is well experienced in both of the above.Not only a good doctor he is a good human being as well. I have been taking treatment for me any my wife.Dr. Ankush Jain replied🙂', ""I recommend the doctorI have been a regular visitor to Dr Ankush Jain's climic for over 6 years and have received ********* treatment every time.For every small or big disease,the amount of input he takes and subsequent diagnosis,treatment and counselling he provides add to each other to cure diseases on a long term basis.With homoeopathy you don't worry about the side effects and that is a plus point over allopathy.Dr. Ankush Jain replied🙂"", 'I recommend the doctorThe overall experience was very good. Dr Ankush Jain is a very good Doctor and he diognosis the decease very well which makes it easier to treat. Even before the test he told us the correct diognosis but suggested to confirm through test. Thanks Dr Ankush.Dr. Ankush Jain repliedMy pleasure Mr Jinendra', 'Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeMy experience was very good with the doctor. He is genuine and straight forward to patients. I have took treatment for my 1 year son for Constipation and for my husband for cough elergy. We found the treatment very effective.', 'I recommend the doctor********* **** ** *** ** *** **** ****** * **** ************ His approach of treatment is well Systmetic Sincere and Friendly. He takes complete history of patients to diagnose root cause of the disease. I was diagnosed with Jaundice recently and I carried out multiple weeks of treatment in allopathy and other household treatments it got more severe taking my SGOT,SGPT to 2130+ levels.A friend referred me Dr. Ankush, with his expertise i not only controlled my Jaundice but recovered very fast without any side effects on my body.I firmly believe Homeopathy now !Dr. Ankush Jain repliedThanks🙂', 'Visited For Gastrointestinal ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyHe listened to me patiently,had listen all my problems as I had taken a time..had a comfortable environment..must visit for all old age troubles****** **** ******']"

16,Dr. Reena Agarwal,BHMS,"AYUSHHomoeopath
15 Years Experience Overall","2-D, First Floor, Kamla Nagar, Landmark: Near Shakti Nagar Red Light Crossing and Opposite Modern Diagnostics, Delhi",Mon - Fri,12:00 PM - 09:00 PM,82% (44 votes),₹450,https://www.practo.com/delhi/doctor/dr-reena-agarwal-homeopath?practice_id=1026777&specialization=Homoeopath&referrer=doctor_listing,"[""Visited For AlopeciaI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI would like to say that Firstly, i couldn't believed that i fully recovered from dr batra's. I searched it on google and i called dr batra's main headquarters and they provided me the nearly location kamla nagar. I visited there and meet dr Reena Aggarwal and she guided, motivated and supported me through the whole span of time and aftr the completion of 11 months, i am fully recovered now so who so evrer is facing the hair related problems, alopecia etc.. so please visit only dr batra's for your good healing..."", 'Visited For Pigmented SkinI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionExcellent experience. Feeling better ever since I started treatment. Doctor Reena is always listens to issues patiently and provide the medicine accordingly.', ""Visited For Arthritis TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI would like to recommend the doctor. I am suffering from rheumatoid arthritis. After treatment from Dr. Batra's clinic my condition has been improved and under control. Dr. Reena Aggarwal is very friendly.I have had a good experience with her regarding my treatment."", ""I do not recommend the doctorFor skin and hair treatment, I have visited here. I waited for 30 minutes to consult the doctor. After the consultation, they explained the available packages and asked me to pick one. So that I can go ahead with the treatment. **** **** **** ********* ***** *** ******** **** *** ********* ********* As it was too expensive to choose any long term package, I opted for two weeks' treatment. *** **** ****** ****** **** *** *** * ****** *** *** ***** ** ********* ** ** ** ************ if one is looking for fast recovery with affordable treatment, this is not the right place. So I won't recommend this place to anyone."", 'Visited For Skin infectionsI recommend the doctorHappy with: Treatment satisfactionValue for moneyI am suffering from chronic case of allergies. These allergies become active at change of season leading to itchy skin rashes. After treatment from Dr Batras my condition has been improved a great extend. Would recommend the clinic to people suffering from the same problem. Homeopathic treatment takes time to work its effect can not be seen over night. Anyone having enough patience can give Dr Batras a shot.thank you very much Dr. Reena Aggarwal. Clinic staffs are very supportive.once again thanks a lot Dr. Batras Kamla NagarThank You', 'Visited For Pigmented SkinI recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionMy treatment was for 6 months and this is my last month, it was effective. And my patch is almost gone.', 'I recommend the doctorHappy with: Explanation of the health issueThanks for your good concern you explained everything possible for my hair... You are truly a remarkable doctor and professional that we respect.', 'I recommend the doctorHappy with: Doctor friendlinessValue for moneyTreatment satisfactionDr Reena Aggarwal was very friendly and gave the most apt treatment for hair loss. Highly recommended!Thank you.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyNice experience with Dr. Reena. Patient in replying to all queries and treating effectively. The treatment for Urticaria has been going on for a while now.', 'Visited For Skin infectionsI recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessValue for money']"

17,Dr. Anika Gupta,BHMS,"AYUSHHomoeopath
12 Years Experience Overall","E2/172, Ganesh Chowk, Landmark: Near Titiksha Public School, Delhi","Mon, Wed, Fri","11:00 AM - 01:00 PM
05:30 PM - 08:30 PM",100% (45 votes),₹500,https://www.practo.com/delhi/doctor/anika-gupta-homeopath?practice_id=1305108&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueShe asked about my problem in detail and checked every symptom after that provided the medicine basis on that.', 'Visited For Homeopathic TreatmentsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeMy son had constipation and hemoglobin problems since last year and for that i have been to come Dr.Anika Gupta for treatment , she has recovered almost now and she has done a remarkable jobIt’s a great honour even to write about you, most importantly the way she used to treatment and consulting.I was totally impressed by the way my son was treated first time when I met her in August and the way she followed up. she is not only an Excellent Doctor , she is simple, superb Human being, Sober, approachable, a Great Social Worker, friendly approach with smiling face with her selfless service. Always amazing treatment and consulting. she is an extraordinary intelligent Doctor with human values. Apart from dedication , which impresses me more resulting in great relief from my son constipation and hemoglobin problem.Thank you so much for your kind and thoughtful concern in regard to my son health and providing us with excellent medical and physical care', 'I recommend the doctorThe doctor is really good. Listens and discusses the health concern in great detail and her medication is effective right from the first dose.', 'Visited For allergic rhintitisI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThe doctor is really patient, she listens to each and every aspect of your problem. Secondly, the treatment prescribed by her worked wonders and I was able to manage the symptoms of my chronic allergy within one month. I am still under medications but I am very satisfied with her treatment. Thank you doctor :)', 'Visited For allergic rhintitisI recommend the doctorHappy with: Treatment satisfactionDoctor is very good in their profession , understanding , figure out the things slowly diagnosis problem smoothly , overall good for homeopathy remedy solver.', 'Visited For child careI recommend the doctorHappy with: Wait timeIt awesome...Dr. is very friendly...properly explains the issues and its treatment she is giving.Very Much Satisfied.Thanks Dr.🙂🙂', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeVisited For Anal Fissure.Happy Result within One Week.One of the best Homeopathic Doctor. After taking her medicine I see results within One week. Super Happy with Dr. Anika Treatment. Highly Recommended.', 'Visited For Bronchitis TreatmentI recommend the doctorHappy with: Explanation of the health issueTreatment satisfactionDoctor friendlinessDoctor was nice and quiet friendly and explained the disease in an elaborate manner. Improvement was instantaneous and permanent.', 'Visited For Removal Of WartsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDoctor is very friendly and she has a very good expertise in her field. I recently started visiting her and thanks to her after almost 15 days my situation was cured.', 'Visited For child careCough TreatmentHomeopathic TreatmentsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI have been consulting Dr. Anika for a number years. I started consulting her for my son initially as he used to get sick quite frequently however, there has been a lot of improvement in his health. I now consult Dr. Anika for my entire family. I am very satisfied as she very carefully listens and understands our health issues and provides the right trearment.Highky recommend.']"

18,Dr. Pratima Grover,BHMS,"AYUSHHomoeopath
37 Years Experience Overall","Ruchi Physiotherapy And Rehabilitation Centre, 111B, Pocket 1, Landmark: Opposite to 24*7 Store, Delhi",Mon - Sat,"10:00 AM - 02:00 PM
05:00 PM - 09:00 PM",100% (38 votes),₹500,https://www.practo.com/delhi/doctor/dr-pratima-grover-dietitian-nutritionist-homoeopath?practice_id=1317658&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Gastrointestinal ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyExcellence in understanding health related issuesAnd gave optimum Treatment which gives best resultsDr. Pratima Grover repliedThanks for your feedback.', ""Visited For eczema and skin problemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionI visited Dr Pratima Grover for skin related issues. Hand Fingers were having eczema / psoriatic eruptions with few patches on feets as well. Affected area use to be too dry to cut the skin even on mild impact.Maam very well examined and treated the condition . Today it's exactly 2 months when I first visited her and now it's almost gone. Natural tone and healthy skin tissue is now restored.I am thankful to the doctor for her treatment and relieving me from the condition.Dr. Pratima Grover repliedThank you for your feedback."", ""Visited For Skin Specialist through HomoeopathyI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionI was having bacterial skin infection. I tried with the Allopathic treatment but it didn't worked out. Then I came to know about Mam which worked for me. Results were visible within a span of 2-3 weeks. But mam recommended me to continue treatment for 5-6 months so that it can be removed from the root itself.Also, she is very friendly and explains the root cause of the problem in brief.Dr. Pratima Grover repliedThank you Rajat for your feedback. Take care of yourself"", 'I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionI m,nidhi Dr Grover is my family Dr I know her last 30 yrs we take treatment fr any problem resently i take homeo pathic medicine fr cervical & I m fully satisfied from her she is very good Dr,advisor we have faith on homeopathy i* ** **** ***** one should go for it in my opinion ********** ** *** **** I m thankful to Dr pratima groverDr. Pratima Grover repliedThankyou Nidhi for your feedback. Homeopathy give very fast results in Cervical and joint pains.', ""Visited For Allergic RhinitisSkin infectionsGastrointestinal ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr. Pratima is an expert in her field. i was tired of the harsh allopathic medicines for few years when I I'm across Dr Pratima. she treated me for gastro problems and they never came back. she treated me for skin allergy which allopath coulndt solve in 2weeks and mam's medication showed significant effects within 2 days. she sometimes also recommends some healthcare products but its upto you if you want to buy or not. she also told me some basic lifestyle change which I did to see surprisingly good results. overall i highly recommend Dr Pratima for any medical issues.Dr. Pratima Grover repliedThankyou Aniket for your feedback."", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr Pratima is like your mom who takes time to hear your problems , its a place where you will find her so zen like a monk talking and emitting positive energy . She not only treats you , she cleanses your aura and really explains you so much about energy . Meeting her you will know that she is one of the angel doctors out there who believe in healing you , not fixing you .Thanks Dr Pratima , you are amazing .Dr. Pratima Grover repliedThank you Ninja .thankyou so much for your feed back.', 'Visited For ConsultantI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyHello , I consulted Dr Prrattima for Skin issues with my dog that a regular vet could not solve over months of medication and treatment.Her homeopathy treatment did wonders with one week treatment.Dr. Pratima Grover repliedThank you Rajani for your feedback. Homeopathy medicines proves effective in Dogs and cats.', 'Visited For Skin infectionsI recommend the doctorHappy with: Treatment satisfactionValue for moneyExplanation of the health issueDoctor friendlinessI was suffering with major skin infection from past 1.5 years but then I consulted Dr.Pratima Grover she recommended the **** treatment and there was visible results on my skin with 1 month . I would highly recommend her . She will give you proper analysis of your respective problem ,hence treatment.Dr. Pratima Grover repliedThank you Manjeet for your feed back', 'Visited For Skin infectionsI recommend the doctorHappy with: Explanation of the health issueVery caring and thoroughly dedicated to patients cure.She explained me about my health issues very nicely.Dr. Pratima Grover repliedThankyou Nimisha. Thankyou for your feedback', ""Visited For menstrualI recommend the doctorHappy with: Treatment satisfactionI loved to be treated with Dr. Pratima Gover. She is amazing. I took each and every treatment for my problem but didn't work anything. Then through nutrilite team, I got to know her and till 90% of my problem is solved within a year. So, all thanks to her. I strongly recommend her.Dr. Pratima Grover repliedThankyou Nutan""]"

